0.739297752,1.240812615,0
0.774053523,1.190489083,18.64774427
0.248709418,2.978927967,7.090269678
0.675093355,1.912357261,16.10330222
0.763581548,1.788962483,15.49206059
0.510508806,1.802052453,12.59502325
0.447676953,1.397659665,13.72393581
0.673173492,1.88006867,11.19513828
0.6557202,1.957910355,16.73318032
0.666715774,1.918640447,13.58231758
0.666715774,1.940282529,14.60126346
0.56147242,1.822821871,13.11876521
0.593586479,2.084272193,11.62195135
0.589572221,1.40987697,10.37724336
0.749444381,2.131047017,13.92210234
0.719773784,1.423316005,18.38942998
0.632507321,2.038893632,15.69368152
1.105317015,2.626720524,13.96388117
0.429874595,1.446354351,8.980159631
0.441917367,1.412494964,15.99554195
1.182984167,2.675589743,6.432402922
0.851720675,1.989675347,18.53974067
1.021017612,2.391101075,13.80055124
0.629365728,1.957212223,21.47262363
0.763232482,1.933824811,19.3157469
0.680329342,1.994911335,9.853637875
0.658512727,1.841496894,11.94165177
0.622733477,1.457873524,24.78597039
0.557109097,1.830326787,10.78137182
0.361632221,2.725680693,15.10104909
0.338244809,2.708750999,17.37431336
0.602313125,1.624028869,16.76834868
0.83950337,1.545489053,6.955027673
0.589746754,2.022836603,16.91164241
1.021017612,2.705260341,7.805086226
1.045801288,2.611885226,12.31717822
0.642281165,2.069087828,14.15141631
1.17896991,2.779960433,7.005655162
1.064127245,2.677684138,6.649495102
0.706683814,2.120749574,13.37114913
0.648913416,1.502728486,13.7670364
0.648913416,1.893507705,13.57051427
0.817686755,2.124938364,16.29409081
0.849975346,2.115339053,7.361786015
0.837234442,2.155481626,19.85457549
0.612086969,1.916022453,14.51658722
0.636696111,2.114640922,11.89042647
0.720820981,2.164208272,13.15100438
0.705113018,1.842718624,19.73183055
0.562868684,1.928588823,14.66490889
0.635823447,2.071356756,15.55030654
0.672475361,1.367465469,16.25976521
0.81978115,1.805543111,14.03762521
0.319918852,1.129751625,13.44045353
0.846484687,1.621061809,11.84721988
0.760439955,1.80606671,13.88525437
1.064650844,2.478367538,9.311073443
0.778416846,1.928588823,19.98501506
0.660258056,2.085668456,20.5794282
0.651007811,1.973094719,19.48320755
